,P1Rank,P2Rank,P1Pts,P2Pts,Surface,AP1Surface,AP1Rank,AP1OppRank,BP1Surface,BP1Rank,BP1OppRank,CP1Surface,CP1Rank,CP1OppRank,AP2Surface,AP2Rank,AP2OppRank,BP2Surface,BP2Rank,BP2OppRank,CP2Surface,CP2Rank,CP2OppRank,AP1Win,BP1Win,CP1Win,AP2Win,BP2Win,CP2Win
27492,13,193,2475,275,2,2,193,13,2,193,13,2,193,13,2,193,13,2,193,13,2,193,13,0,0,1,1,0,1
27521,48,6,1020,4535,2,2,48,6,2,48,6,2,48,6,2,48,6,2,48,6,2,48,6,1,0,0,0,0,1
27550,48,71,1020,765,2,2,48,71,2,48,71,2,48,71,2,48,71,2,48,71,2,48,71,0,0,1,0,0,0
27579,47,63,1020,850,2,2,63,47,2,63,47,2,63,47,2,63,47,2,63,47,2,63,47,0,1,0,0,1,0
27608,11,42,3200,1063,2,2,11,42,2,11,42,2,11,42,2,11,42,2,11,42,2,11,42,1,0,0,1,0,1
27637,42,47,1063,1038,2,2,42,47,2,42,47,2,42,47,2,42,47,2,42,47,2,42,47,0,1,1,0,1,0
27666,47,76,1024,750,2,2,76,47,2,76,47,2,76,47,2,76,47,2,76,47,2,76,47,1,1,0,1,1,1
27695,52,47,975,1024,2,2,47,52,2,47,52,2,47,52,2,47,52,2,47,52,2,47,52,1,1,0,1,0,1
27724,50,47,996,1024,2,2,47,50,2,47,50,2,47,50,2,47,50,2,47,50,2,47,50,1,0,1,0,1,1
27753,53,95,969,597,1,1,95,53,1,95,53,1,95,53,1,95,53,1,95,53,1,95,53,1,1,1,1,1,1
27782,53,54,969,927,1,1,53,54,1,53,54,1,53,54,1,53,54,1,53,54,1,53,54,1,1,0,1,1,1
27811,33,53,1305,969,1,1,53,33,1,53,33,1,53,33,1,53,33,1,53,33,1,53,33,0,1,0,1,0,1
27840,53,84,969,686,1,1,53,84,1,53,84,1,53,84,1,53,84,1,53,84,1,53,84,0,1,1,0,1,0
27869,69,81,789,715,1,1,81,69,1,81,69,1,81,69,1,81,69,1,81,69,1,81,69,1,1,1,1,1,1
27898,8,69,3665,789,1,1,69,8,1,69,8,1,69,8,1,69,8,1,69,8,1,69,8,1,1,0,1,1,0
27927,69,44,789,1023,1,1,69,44,1,69,44,1,69,44,1,69,44,1,69,44,1,69,44,0,0,1,0,0,0
27956,69,127,789,459,3,3,127,69,3,127,69,3,127,69,3,127,69,3,127,69,3,127,69,0,1,0,0,1,0
27985,66,103,859,554,3,3,103,66,3,103,66,3,103,66,3,103,66,3,103,66,3,103,66,1,0,0,1,0,1
28014,66,30,859,1489,3,3,66,30,3,66,30,3,66,30,3,66,30,3,66,30,3,66,30,0,0,0,0,1,1
28043,66,67,859,855,3,3,67,66,3,67,66,3,67,66,3,67,66,3,67,66,3,67,66,0,0,0,0,0,1
28072,57,61,910,888,1,1,57,61,1,57,61,1,57,61,1,57,61,1,57,61,1,57,61,0,1,0,0,0,1
28101,15,62,2130,859,1,1,15,62,1,15,62,1,15,62,1,15,62,1,15,62,1,15,62,0,1,1,0,1,1
28130,65,11,822,2440,1,1,11,65,1,11,65,1,11,65,1,11,65,1,11,65,1,11,65,1,1,0,1,0,1
28159,206,65,287,822,1,1,65,206,1,65,206,1,65,206,1,65,206,1,65,206,1,65,206,1,0,0,1,0,0
28188,45,65,1086,822,1,1,65,45,1,65,45,1,65,45,1,65,45,1,65,45,1,65,45,0,1,0,0,0,1
28217,64,47,822,1020,1,1,47,64,1,47,64,1,47,64,1,47,64,1,47,64,1,47,64,0,1,0,0,0,0
28246,65,16,830,2220,2,2,16,65,2,16,65,2,16,65,2,16,65,2,16,65,2,16,65,1,0,1,0,0,1
28275,65,105,830,555,2,2,65,105,2,65,105,2,65,105,2,65,105,2,65,105,2,65,105,0,1,1,0,0,0
28304,20,73,1985,728,1,1,20,73,1,20,73,1,20,73,1,20,73,1,20,73,1,20,73,1,1,1,1,1,1
28333,73,69,728,743,1,1,73,69,1,73,69,1,73,69,1,73,69,1,73,69,1,73,69,1,1,1,1,1,1
28362,73,22,728,1850,1,1,73,22,1,73,22,1,73,22,1,73,22,1,73,22,1,73,22,1,1,0,1,0,1
28391,73,57,728,905,1,1,73,57,1,73,57,1,73,57,1,73,57,1,73,57,1,73,57,1,0,1,1,0,0
28420,73,91,728,621,1,1,73,91,1,73,91,1,73,91,1,73,91,1,73,91,1,73,91,0,1,1,0,0,1
28449,23,94,1810,596,1,1,23,94,1,23,94,1,23,94,1,23,94,1,23,94,1,23,94,1,1,1,1,1,1
28478,33,94,1380,596,1,1,94,33,1,94,33,1,94,33,1,94,33,1,94,33,1,94,33,1,1,0,1,1,0
28507,19,94,1985,596,1,1,94,19,1,94,19,1,94,19,1,94,19,1,94,19,1,94,19,1,0,0,1,0,1
28536,94,67,596,785,1,1,94,67,1,94,67,1,94,67,1,94,67,1,94,67,1,94,67,0,1,1,0,1,1
28565,107,95,523,557,1,1,107,95,1,107,95,1,107,95,1,107,95,1,107,95,1,107,95,1,1,0,1,1,0
28594,135,95,442,557,1,1,95,135,1,95,135,1,95,135,1,95,135,1,95,135,1,95,135,1,0,1,1,0,0
28623,34,61,1257,854,2,2,34,61,2,34,61,2,34,61,2,34,61,2,34,61,2,34,61,1,1,0,1,1,0
28652,5,61,4890,854,2,2,61,5,2,61,5,2,61,5,2,61,5,2,61,5,2,61,5,1,0,1,1,0,1
28681,51,30,967,1340,2,2,51,30,2,51,30,2,51,30,2,51,30,2,51,30,2,51,30,0,1,1,0,1,0
28710,9,31,3485,1340,2,2,9,31,2,9,31,2,9,31,2,9,31,2,9,31,2,9,31,1,0,0,1,0,1
28739,76,31,759,1340,2,2,31,76,2,31,76,2,31,76,2,31,76,2,31,76,2,31,76,0,1,1,0,1,1
28768,34,57,1235,952,2,2,57,34,2,57,34,2,57,34,2,57,34,2,57,34,2,57,34,1,1,1,1,1,1
28797,12,34,2380,1235,2,2,34,12,2,34,12,2,34,12,2,34,12,2,34,12,2,34,12,1,1,1,1,1,1
28826,34,16,1235,1985,2,2,34,16,2,34,16,2,34,16,2,34,16,2,34,16,2,34,16,1,1,0,1,1,0
28855,34,85,1235,656,2,2,34,85,2,34,85,2,34,85,2,34,85,2,34,85,2,34,85,1,0,0,1,1,0
28884,34,392,1235,101,2,2,34,392,2,34,392,2,34,392,2,34,392,2,34,392,2,34,392,0,0,0,1,0,1
28913,10,33,3445,1235,2,2,10,33,2,10,33,2,10,33,2,10,33,2,10,33,2,10,33,0,1,1,0,0,1
28942,14,33,2190,1235,2,2,14,33,2,14,33,2,14,33,2,14,33,2,14,33,2,14,33,1,1,1,0,1,1
28971,72,34,803,1235,2,2,72,34,2,72,34,2,72,34,2,72,34,2,72,34,2,72,34,1,0,1,1,1,1
29000,161,48,349,1005,1,1,48,161,1,48,161,1,48,161,1,48,161,1,48,161,1,48,161,1,1,1,1,1,1
29029,124,48,466,1005,1,1,48,124,1,48,124,1,48,124,1,48,124,1,48,124,1,48,124,1,1,1,1,1,0
29058,48,156,1005,357,1,1,48,156,1,48,156,1,48,156,1,48,156,1,48,156,1,48,156,1,0,0,1,1,0
29087,110,68,515,801,1,1,110,68,1,110,68,1,110,68,1,110,68,1,110,68,1,110,68,0,1,0,0,1,1
29116,112,64,480,865,3,3,64,112,3,64,112,3,64,112,3,64,112,3,64,112,3,64,112,1,0,0,1,0,0
29145,112,102,480,571,3,3,112,102,3,112,102,3,112,102,3,112,102,3,112,102,3,112,102,0,0,0,0,0,0
29174,90,44,630,1120,3,3,44,90,3,44,90,3,44,90,3,44,90,3,44,90,3,44,90,0,0,0,0,0,1
29203,141,92,398,665,1,1,141,92,1,141,92,1,141,92,1,141,92,1,141,92,1,141,92,0,0,0,0,0,0
29232,49,93,1045,665,1,1,49,93,1,49,93,1,49,93,1,49,93,1,49,93,1,49,93,0,1,1,0,0,1
29261,34,82,1320,690,1,1,34,82,1,34,82,1,34,82,1,34,82,1,34,82,1,34,82,0,1,1,0,1,0
29290,15,75,2175,715,1,1,15,75,1,15,75,1,15,75,1,15,75,1,15,75,1,15,75,0,1,1,1,0,1
29319,116,74,484,727,2,2,74,116,2,74,116,2,74,116,2,74,116,2,74,116,2,74,116,0,0,0,0,1,1
29348,109,53,526,952,2,2,53,109,2,53,109,2,53,109,2,53,109,2,53,109,2,53,109,0,0,1,0,0,0
29377,108,63,526,816,2,2,63,108,2,63,108,2,63,108,2,63,108,2,63,108,2,63,108,0,1,0,0,1,0
29406,93,111,596,513,2,2,93,111,2,93,111,2,93,111,2,93,111,2,93,111,2,93,111,1,0,0,1,0,0
29435,9,18,3425,1845,2,2,18,9,2,18,9,2,18,9,2,18,9,2,18,9,2,18,9,1,0,1,1,1,0
29464,18,39,1845,1125,2,2,18,39,2,18,39,2,18,39,2,18,39,2,18,39,2,18,39,1,0,1,0,0,0
29493,18,34,1845,1235,2,2,18,34,2,18,34,2,18,34,2,18,34,2,18,34,2,18,34,0,1,1,0,0,1
29522,11,19,2910,1845,2,2,11,19,2,11,19,2,11,19,2,11,19,2,11,19,2,11,19,1,0,1,1,1,1
29551,19,137,1845,427,2,2,19,137,2,19,137,2,19,137,2,19,137,2,19,137,2,19,137,1,1,1,0,0,1
29580,49,26,1030,1640,2,2,26,49,2,26,49,2,26,49,2,26,49,2,26,49,2,26,49,1,1,1,1,1,1
29609,26,21,1640,1797,2,2,26,21,2,26,21,2,26,21,2,26,21,2,26,21,2,26,21,1,1,0,1,1,0
29638,76,26,729,1640,2,2,26,76,2,26,76,2,26,76,2,26,76,2,26,76,2,26,76,1,1,0,1,0,1
29667,172,26,327,1640,2,2,26,172,2,26,172,2,26,172,2,26,172,2,26,172,2,26,172,1,0,1,0,1,0
29696,27,15,1605,1987,2,2,15,27,2,15,27,2,15,27,2,15,27,2,15,27,2,15,27,1,0,1,1,0,1
29725,27,32,1605,1270,2,2,27,32,2,27,32,2,27,32,2,27,32,2,27,32,2,27,32,0,1,0,0,0,1
29754,4,24,5980,1605,2,2,4,24,2,4,24,2,4,24,2,4,24,2,4,24,2,4,24,1,0,1,1,0,0
29783,54,24,920,1605,2,2,24,54,2,24,54,2,24,54,2,24,54,2,24,54,2,24,54,0,1,1,0,0,1
29812,88,24,650,1605,2,2,88,24,2,88,24,2,88,24,2,88,24,2,88,24,2,88,24,1,0,1,0,1,1
29841,26,1,1525,10040,2,2,1,26,2,1,26,2,1,26,2,1,26,2,1,26,2,1,26,1,1,0,1,1,1
29870,26,121,1525,460,2,2,26,121,2,26,121,2,26,121,2,26,121,2,26,121,2,26,121,1,0,1,1,0,0
29899,26,52,1525,985,2,2,26,52,2,26,52,2,26,52,2,26,52,2,26,52,2,26,52,0,1,1,0,0,0
29928,7,27,4085,1525,2,2,7,27,2,7,27,2,7,27,2,7,27,2,7,27,2,7,27,1,0,1,1,1,0
29957,27,34,1525,1225,2,2,27,34,2,27,34,2,27,34,2,27,34,2,27,34,2,27,34,1,0,1,1,0,1
29986,27,41,1525,1065,2,2,27,41,2,27,41,2,27,41,2,27,41,2,27,41,2,27,41,0,1,1,0,0,0
30015,38,1,1175,9310,2,2,1,38,2,1,38,2,1,38,2,1,38,2,1,38,2,1,38,1,1,1,1,1,1
30044,38,39,1175,1110,2,2,38,39,2,38,39,2,38,39,2,38,39,2,38,39,2,38,39,1,1,1,1,1,1
30073,9,38,3490,1175,2,2,38,9,2,38,9,2,38,9,2,38,9,2,38,9,2,38,9,1,0,1,1,1,0
30102,13,38,2290,1175,2,2,38,13,2,38,13,2,38,13,2,38,13,2,38,13,2,38,13,1,0,1,1,0,0
30131,30,38,1317,1175,2,2,38,30,2,38,30,2,38,30,2,38,30,2,38,30,2,38,30,0,0,1,0,0,1
30160,85,37,683,1175,2,2,85,37,2,85,37,2,85,37,2,85,37,2,85,37,2,85,37,1,0,1,0,1,1
30189,21,40,1715,1130,3,3,21,40,3,21,40,3,21,40,3,21,40,3,21,40,3,21,40,1,1,1,1,1,1
30218,40,52,1130,985,3,3,40,52,3,40,52,3,40,52,3,40,52,3,40,52,3,40,52,1,1,0,1,1,0
30247,40,95,1130,599,3,3,40,95,3,40,95,3,40,95,3,40,95,3,40,95,3,40,95,1,0,1,1,0,0
30276,40,37,1130,1175,3,3,40,37,3,40,37,3,40,37,3,40,37,3,40,37,3,40,37,0,1,1,0,1,0
30305,16,36,2030,1220,3,3,16,36,3,16,36,3,16,36,3,16,36,3,16,36,3,16,36,1,1,0,1,1,0
30334,36,27,1220,1530,3,3,36,27,3,36,27,3,36,27,3,36,27,3,36,27,3,36,27,1,0,1,1,0,1
30363,65,36,880,1220,3,3,36,65,3,36,65,3,36,65,3,36,65,3,36,65,3,36,65,0,1,0,0,1,1
30392,38,3,1220,5615,1,1,3,38,1,3,38,1,3,38,1,3,38,1,3,38,1,3,38,1,1,1,1,1,1
30421,38,16,1220,2030,1,1,38,16,1,38,16,1,38,16,1,38,16,1,38,16,1,38,16,1,1,0,1,1,0
30450,67,38,850,1220,1,1,38,67,1,38,67,1,38,67,1,38,67,1,38,67,1,38,67,1,0,1,1,0,0
30479,412,38,96,1220,1,1,38,412,1,38,412,1,38,412,1,38,412,1,38,412,1,38,412,0,0,0,0,0,0
30508,28,36,1530,1255,1,1,28,36,1,28,36,1,28,36,1,28,36,1,28,36,1,28,36,0,1,1,0,0,1
30537,95,38,639,1255,1,1,95,38,1,95,38,1,95,38,1,95,38,1,95,38,1,95,38,0,1,0,0,1,0
30566,37,10,1300,2930,1,1,10,37,1,10,37,1,10,37,1,10,37,1,10,37,1,10,37,1,0,1,1,0,1
30595,45,37,1073,1300,1,1,37,45,1,37,45,1,37,45,1,37,45,1,37,45,1,37,45,1,0,1,0,1,1
30624,1,38,8770,1255,1,1,1,38,1,1,38,1,1,38,1,1,38,1,1,38,1,1,38,1,0,1,1,1,0
30653,38,69,1255,780,1,1,38,69,1,38,69,1,38,69,1,38,69,1,38,69,1,38,69,1,0,1,1,0,1
30682,38,150,1255,380,1,1,38,150,1,38,150,1,38,150,1,38,150,1,38,150,1,38,150,0,1,0,0,1,1
30711,8,41,3235,1220,2,2,8,41,2,8,41,2,8,41,2,8,41,2,8,41,2,8,41,1,0,1,1,0,0
30740,41,84,1220,661,2,2,41,84,2,41,84,2,41,84,2,41,84,2,41,84,2,41,84,0,0,1,1,0,0
30769,76,41,707,1235,2,2,76,41,2,76,41,2,76,41,2,76,41,2,76,41,2,76,41,0,1,1,0,1,1
30798,41,15,1235,2335,2,2,15,41,2,15,41,2,15,41,2,15,41,2,15,41,2,15,41,1,1,1,1,0,1
30827,41,81,1235,678,2,2,41,81,2,41,81,2,41,81,2,41,81,2,41,81,2,41,81,1,1,1,0,1,0
30856,16,47,2335,1030,2,2,47,16,2,47,16,2,47,16,2,47,16,2,47,16,2,47,16,1,1,1,1,1,1
30885,47,17,1030,2230,2,2,47,17,2,47,17,2,47,17,2,47,17,2,47,17,2,47,17,1,1,1,1,1,0
30914,56,47,882,1030,2,2,47,56,2,47,56,2,47,56,2,47,56,2,47,56,2,47,56,1,1,0,1,1,0
30943,47,53,1030,952,2,2,47,53,2,47,53,2,47,53,2,47,53,2,47,53,2,47,53,1,0,0,1,0,0
30972,113,47,518,1030,2,2,47,113,2,47,113,2,47,113,2,47,113,2,47,113,2,47,113,0,0,1,0,0,1
31001,36,48,1335,1030,2,2,36,48,2,36,48,2,36,48,2,36,48,2,36,48,2,36,48,0,0,0,0,1,1
31030,7,49,3460,1030,2,2,7,49,2,7,49,2,7,49,2,7,49,2,7,49,2,7,49,1,0,1,1,1,0
31059,117,49,498,1030,2,2,49,117,2,49,117,2,49,117,2,49,117,2,49,117,2,49,117,1,0,0,1,0,1
31088,39,49,1280,1030,2,2,49,39,2,49,39,2,49,39,2,49,39,2,49,39,2,49,39,0,0,1,0,1,0
31117,47,10,1030,2725,2,2,10,47,2,10,47,2,10,47,2,10,47,2,10,47,2,10,47,1,0,1,1,0,1
31146,123,93,450,650,1,1,93,123,1,93,123,1,93,123,1,93,123,1,93,123,1,93,123,0,0,1,0,1,0
31175,87,56,650,898,1,1,56,87,1,56,87,1,56,87,1,56,87,1,56,87,1,56,87,1,0,0,1,0,0
31204,87,130,650,426,1,1,87,130,1,87,130,1,87,130,1,87,130,1,87,130,1,87,130,0,0,1,0,0,0
31233,63,87,844,648,2,2,63,87,2,63,87,2,63,87,2,63,87,2,63,87,2,63,87,0,1,1,0,1,1
31262,9,94,3080,609,2,2,9,94,2,9,94,2,9,94,2,9,94,2,9,94,2,9,94,1,0,1,1,1,0
31291,30,94,1445,609,2,2,94,30,2,94,30,2,94,30,2,94,30,2,94,30,2,94,30,0,1,0,1,0,1
31320,94,63,609,850,2,2,94,63,2,94,63,2,94,63,2,94,63,2,94,63,2,94,63,0,1,0,0,0,0
31349,106,96,531,595,1,1,106,96,1,106,96,1,106,96,1,106,96,1,106,96,1,106,96,1,0,0,1,0,1
31378,149,96,357,595,1,1,96,149,1,96,149,1,96,149,1,96,149,1,96,149,1,96,149,0,0,0,0,1,0
31407,86,40,660,1260,1,1,40,86,1,40,86,1,40,86,1,40,86,1,40,86,1,40,86,1,0,0,1,0,1
31436,86,138,660,412,1,1,86,138,1,86,138,1,86,138,1,86,138,1,86,138,1,86,138,0,0,1,0,0,1
31465,87,59,660,864,1,1,59,87,1,59,87,1,59,87,1,59,87,1,59,87,1,59,87,0,1,1,0,0,1
31494,80,93,674,590,2,2,80,93,2,80,93,2,80,93,2,80,93,2,80,93,2,80,93,1,1,0,1,1,0
31523,38,104,1170,560,2,2,104,38,2,104,38,2,104,38,2,104,38,2,104,38,2,104,38,0,1,0,0,0,0
31552,123,95,453,610,2,2,123,95,2,123,95,2,123,95,2,123,95,2,123,95,2,123,95,0,0,0,0,0,1
31581,11,92,3200,618,2,2,11,92,2,11,92,2,11,92,2,11,92,2,11,92,2,11,92,0,0,1,0,1,0
31610,102,13,554,2290,2,2,13,102,2,13,102,2,13,102,2,13,102,2,13,102,2,13,102,1,0,1,1,0,1
31639,102,45,554,1022,2,2,102,45,2,102,45,2,102,45,2,102,45,2,102,45,2,102,45,0,1,0,0,1,1
31668,116,3,484,5665,2,2,3,116,2,3,116,2,3,116,2,3,116,2,3,116,2,3,116,1,0,1,1,1,1
31697,116,69,484,820,2,2,116,69,2,116,69,2,116,69,2,116,69,2,116,69,2,116,69,0,1,0,0,0,1
31726,65,8,823,3665,2,2,8,65,2,8,65,2,8,65,2,8,65,2,8,65,2,8,65,1,1,1,1,1,1
31755,65,88,823,650,2,2,65,88,2,65,88,2,65,88,2,65,88,2,65,88,2,65,88,1,1,1,1,1,1
31784,65,34,823,1270,2,2,65,34,2,65,34,2,65,34,2,65,34,2,65,34,2,65,34,1,1,1,1,1,0
31813,65,13,823,2225,2,2,65,13,2,65,13,2,65,13,2,65,13,2,65,13,2,65,13,1,1,1,0,1,0
31842,84,65,681,823,2,2,65,84,2,65,84,2,65,84,2,65,84,2,65,84,2,65,84,0,0,1,1,1,1
31871,95,112,597,491,1,1,112,95,1,112,95,1,112,95,1,112,95,1,112,95,1,112,95,1,1,1,1,1,1
31900,112,88,491,668,1,1,112,88,1,112,88,1,112,88,1,112,88,1,112,88,1,112,88,1,1,1,1,1,1
31929,66,112,850,491,1,1,112,66,1,112,66,1,112,66,1,112,66,1,112,66,1,112,66,1,1,0,1,1,0
31958,112,8,491,3665,1,1,112,8,1,112,8,1,112,8,1,112,8,1,112,8,1,112,8,1,0,1,0,1,1
31987,35,16,1215,2007,2,2,16,35,2,16,35,2,16,35,2,16,35,2,16,35,2,16,35,1,1,0,1,0,1
32016,35,29,1215,1455,2,2,35,29,2,35,29,2,35,29,2,35,29,2,35,29,2,35,29,1,0,1,1,0,1
32045,31,35,1308,1215,2,2,35,31,2,35,31,2,35,31,2,35,31,2,35,31,2,35,31,0,1,1,0,1,1
32074,34,19,1235,1755,2,2,19,34,2,19,34,2,19,34,2,19,34,2,19,34,2,19,34,1,1,1,1,1,1
32103,34,4,1235,4845,2,2,34,4,2,34,4,2,34,4,2,34,4,2,34,4,2,34,4,1,1,0,1,1,0
32132,34,54,1235,969,2,2,34,54,2,34,54,2,34,54,2,34,54,2,34,54,2,34,54,1,0,0,1,0,0
32161,129,34,442,1235,2,2,34,129,2,34,129,2,34,129,2,34,129,2,34,129,2,34,129,0,0,0,0,0,0
32190,92,35,642,1225,2,2,92,35,2,92,35,2,92,35,2,92,35,2,92,35,2,92,35,0,1,1,0,0,0
32219,29,95,1475,597,1,1,95,29,1,95,29,1,95,29,1,95,29,1,95,29,1,95,29,0,0,1,1,0,0
32248,25,81,1655,715,1,1,81,25,1,81,25,1,81,25,1,81,25,1,81,25,1,81,25,0,1,1,0,0,0
32277,8,27,3635,1575,3,3,8,27,3,8,27,3,8,27,3,8,27,3,8,27,3,8,27,1,1,0,1,1,0
32306,27,60,1575,915,3,3,27,60,3,27,60,3,27,60,3,27,60,3,27,60,3,27,60,1,0,1,1,0,0
32335,83,27,706,1575,3,3,27,83,3,27,83,3,27,83,3,27,83,3,27,83,3,27,83,0,0,1,0,1,0
32364,60,24,911,1575,3,3,60,24,3,60,24,3,60,24,3,60,24,3,60,24,3,60,24,1,0,1,1,0,0
32393,45,24,1087,1575,3,3,24,45,3,24,45,3,24,45,3,24,45,3,24,45,3,24,45,0,1,0,0,0,0
32422,100,22,567,1620,3,3,100,22,3,100,22,3,100,22,3,100,22,3,100,22,3,100,22,0,0,0,0,0,1
32451,24,40,1620,1200,1,1,40,24,1,40,24,1,40,24,1,40,24,1,40,24,1,40,24,0,1,1,0,0,1
32480,24,28,1665,1530,1,1,24,28,1,24,28,1,24,28,1,24,28,1,24,28,1,24,28,1,1,0,1,1,0
32509,28,14,1530,2155,1,1,28,14,1,28,14,1,28,14,1,28,14,1,28,14,1,28,14,1,0,1,1,0,1
32538,36,28,1255,1530,1,1,28,36,1,28,36,1,28,36,1,28,36,1,28,36,1,28,36,0,0,1,0,1,1
32567,8,28,3345,1450,1,1,8,28,1,8,28,1,8,28,1,8,28,1,8,28,1,8,28,1,0,0,1,1,0
32596,28,14,1450,2175,1,1,28,14,1,28,14,1,28,14,1,28,14,1,28,14,1,28,14,1,0,1,1,0,1
32625,28,46,1450,1070,1,1,28,46,1,28,46,1,28,46,1,28,46,1,28,46,1,28,46,0,1,1,0,0,0
32654,34,3,1320,5195,1,1,3,34,1,3,34,1,3,34,1,3,34,1,3,34,1,3,34,1,1,1,1,1,1
32683,34,73,1320,739,1,1,34,73,1,34,73,1,34,73,1,34,73,1,34,73,1,34,73,1,1,1,1,1,1
32712,34,14,1320,2175,1,1,34,14,1,34,14,1,34,14,1,34,14,1,34,14,1,34,14,1,1,0,1,0,1
32741,34,54,1320,977,1,1,34,54,1,34,54,1,34,54,1,34,54,1,34,54,1,34,54,1,0,1,1,0,0
32770,82,34,690,1320,1,1,34,82,1,34,82,1,34,82,1,34,82,1,34,82,1,34,82,0,1,0,0,1,1
32799,40,5,1230,4635,1,1,5,40,1,5,40,1,5,40,1,5,40,1,5,40,1,5,40,1,1,0,1,0,1
32828,24,40,1745,1230,1,1,40,24,1,40,24,1,40,24,1,40,24,1,40,24,1,40,24,1,0,1,1,0,0
32857,40,47,1230,1033,1,1,40,47,1,40,47,1,40,47,1,40,47,1,40,47,1,40,47,0,0,1,0,1,1
32886,39,175,1260,319,2,2,39,175,2,39,175,2,39,175,2,39,175,2,39,175,2,39,175,1,0,1,1,1,0
32915,175,1,319,9660,2,2,175,1,2,175,1,2,175,1,2,175,1,2,175,1,2,175,1,1,0,1,0,1,1
32944,272,113,195,501,1,1,113,272,1,113,272,1,113,272,1,113,272,1,113,272,1,113,272,1,0,0,1,0,0
32973,113,24,501,1665,1,1,113,24,1,113,24,1,113,24,1,113,24,1,113,24,1,113,24,0,0,1,0,0,1
33002,11,146,2415,383,1,1,11,146,1,11,146,1,11,146,1,11,146,1,11,146,1,11,146,0,1,1,0,1,0
33031,146,7,387,3755,1,1,7,146,1,7,146,1,7,146,1,7,146,1,7,146,1,7,146,1,0,1,1,0,1
33060,146,60,387,858,1,1,146,60,1,146,60,1,146,60,1,146,60,1,146,60,1,146,60,0,1,1,1,0,0
33089,93,187,596,284,2,2,93,187,2,93,187,2,93,187,2,93,187,2,93,187,2,93,187,1,1,1,1,1,1
33118,34,105,1222,563,2,2,34,105,2,34,105,2,34,105,2,34,105,2,34,105,2,34,105,0,0,1,1,0,0
33147,14,35,1990,1232,2,2,14,35,2,14,35,2,14,35,2,14,35,2,14,35,2,14,35,0,1,1,0,1,1
33176,36,4,1222,5980,2,2,4,36,2,4,36,2,4,36,2,4,36,2,4,36,2,4,36,1,1,0,1,1,0
33205,36,71,1222,770,2,2,36,71,2,36,71,2,36,71,2,36,71,2,36,71,2,36,71,1,0,1,1,0,0
33234,69,36,790,1222,2,2,36,69,2,36,69,2,36,69,2,36,69,2,36,69,2,36,69,0,0,0,0,1,0
33263,39,33,1115,1282,2,2,39,33,2,39,33,2,39,33,2,39,33,2,39,33,2,39,33,1,0,1,1,0,0
33292,105,33,527,1282,2,2,33,105,2,33,105,2,33,105,2,33,105,2,33,105,2,33,105,0,0,0,0,0,1
33321,33,54,1314,969,2,2,54,33,2,54,33,2,54,33,2,54,33,2,54,33,2,54,33,0,1,0,0,0,1
33350,32,56,1314,955,2,2,56,32,2,56,32,2,56,32,2,56,32,2,56,32,2,56,32,1,0,0,1,1,0
33379,32,70,1314,810,2,2,32,70,2,32,70,2,32,70,2,32,70,2,32,70,2,32,70,0,0,0,1,0,1
33408,55,31,930,1312,2,2,55,31,2,55,31,2,55,31,2,55,31,2,55,31,2,55,31,0,1,1,0,0,0
33437,38,30,1175,1317,2,2,38,30,2,38,30,2,38,30,2,38,30,2,38,30,2,38,30,0,0,1,0,0,1
33466,66,30,859,1489,3,3,66,30,3,66,30,3,66,30,3,66,30,3,66,30,3,66,30,0,0,0,0,1,1
33495,27,6,1539,4155,2,2,6,27,2,6,27,2,6,27,2,6,27,2,6,27,2,6,27,1,1,0,1,1,1
33524,47,27,1075,1539,2,2,27,47,2,27,47,2,27,47,2,27,47,2,27,47,2,27,47,1,1,0,1,0,1
33553,65,25,815,1580,2,2,25,65,2,25,65,2,25,65,2,25,65,2,25,65,2,25,65,0,0,1,0,1,0
33582,65,171,815,333,2,2,171,65,2,171,65,2,171,65,2,171,65,2,171,65,2,171,65,0,1,0,0,0,0
33611,3,72,5500,785,2,2,3,72,2,3,72,2,3,72,2,3,72,2,3,72,2,3,72,1,0,1,1,0,0
33640,72,57,785,909,2,2,72,57,2,72,57,2,72,57,2,72,57,2,72,57,2,72,57,0,0,1,0,1,1
33669,77,18,758,1855,2,2,18,77,2,18,77,2,18,77,2,18,77,2,18,77,2,18,77,0,1,1,0,0,1
33698,46,85,1000,683,2,2,46,85,2,46,85,2,46,85,2,46,85,2,46,85,2,46,85,1,1,0,1,1,1
33727,85,19,683,1835,2,2,85,19,2,85,19,2,85,19,2,85,19,2,85,19,2,85,19,1,1,0,1,0,1
33756,85,37,683,1175,2,2,85,37,2,85,37,2,85,37,2,85,37,2,85,37,2,85,37,1,0,1,0,1,1
33785,75,85,746,683,2,2,85,75,2,85,75,2,85,75,2,85,75,2,85,75,2,85,75,0,1,0,0,1,0
33814,86,161,683,349,1,1,161,86,1,161,86,1,161,86,1,161,86,1,161,86,1,161,86,1,0,0,1,0,0
33843,113,86,500,683,1,1,86,113,1,86,113,1,86,113,1,86,113,1,86,113,1,86,113,0,1,0,0,0,1
33872,84,19,699,1835,3,3,19,84,3,19,84,3,19,84,3,19,84,3,19,84,3,19,84,0,1,1,0,0,1
33901,1,109,8920,507,3,3,1,109,3,1,109,3,1,109,3,1,109,3,1,109,3,1,109,1,1,1,1,1,1
